PRECIPITACAO_TOTAL_HORARIO_mm,TEMPERATURA_DO_AR_BULBO_SECO_HORARIA,UMIDADE_RELATIVA_DO_AR_HORARIA_porcent,VENTO_DIRECAO_HORARIA
0.0,27.0,50.0,72.0
0.0,28.3,48.0,112.0
0.0,27.7,47.0,71.0
0.0,26.5,52.0,83.0
0.0,25.2,59.0,58.0
0.0,24.1,63.0,68.0
0.0,23.6,66.0,85.0
0.0,23.0,68.0,105.0
0.0,21.4,78.0,178.0
0.0,19.7,88.0,128.0
0.0,21.9,75.0,105.0
0.0,21.7,76.0,109.0
0.0,18.6,90.0,141.0
0.0,18.6,91.0,128.0
0.0,18.4,93.0,116.0
0.0,18.4,94.0,32.0
0.0,21.7,82.0,148.0
0.0,24.3,68.0,83.0
0.0,25.5,63.0,82.0
0.0,26.4,55.0,96.0
0.0,27.5,53.0,82.0
0.0,27.1,47.0,63.0
0.0,28.9,40.0,97.0
0.0,29.4,42.0,91.0
0.0,29.8,42.0,98.0
0.0,29.1,45.0,92.0
0.0,28.2,46.0,68.0
0.0,27.3,50.0,96.0
0.0,26.4,56.0,118.0
0.0,25.3,62.0,153.0
0.0,23.9,69.0,136.0
0.0,22.9,73.0,134.0
0.0,22.7,75.0,134.0
0.0,21.8,79.0,186.0
0.0,20.5,85.0,130.0
0.0,20.6,86.0,137.0
0.0,20.0,88.0,140.0
0.0,19.4,91.0,181.0
0.0,20.1,88.0,147.0
0.0,20.9,84.0,97.0
0.0,23.1,74.0,102.0
0.0,23.7,73.0,91.0
0.0,23.9,74.0,123.0
0.0,24.8,72.0,139.0
0.0,26.9,60.0,88.0
0.0,27.4,53.0,93.0
0.0,26.2,57.0,29.0
0.0,28.7,40.0,296.0
0.0,28.6,46.0,296.0
0.0,30.0,45.0,245.0
9.4,20.8,90.0,327.0
0.2,22.4,85.0,169.0
0.0,21.6,84.0,154.0
0.0,20.1,81.0,161.0
0.0,19.9,81.0,136.0
0.0,20.0,82.0,158.0
0.0,19.4,87.0,67.0
0.0,20.0,81.0,136.0
0.0,19.8,80.0,155.0
0.0,19.4,85.0,147.0
0.0,19.1,88.0,164.0
0.0,18.8,89.0,148.0
0.0,18.7,90.0,167.0
0.0,18.6,89.0,138.0
0.0,19.1,88.0,159.0
0.0,19.6,86.0,100.0
0.0,21.1,79.0,131.0
0.0,24.7,62.0,98.0
0.0,25.1,61.0,82.0
0.0,25.7,55.0,77.0
0.0,26.5,52.0,97.0
0.0,27.9,49.0,68.0
0.0,27.4,51.0,73.0
0.0,28.4,48.0,138.0
0.0,27.7,49.0,148.0
0.0,26.8,52.0,120.0
0.0,24.9,60.0,312.0
0.0,23.6,74.0,303.0
0.0,22.7,81.0,31.0
0.0,21.1,88.0,169.0
0.0,21.0,89.0,113.0
0.0,20.2,92.0,25.0
0.0,19.7,94.0,289.0
0.0,19.6,94.0,235.0
0.0,18.9,93.0,201.0
0.0,19.5,93.0,196.0
0.0,20.0,88.0,143.0
0.0,18.9,92.0,154.0
0.0,21.9,85.0,51.0
0.0,24.2,70.0,116.0
0.0,25.3,66.0,151.0
0.0,26.2,59.0,137.0
0.0,27.3,58.0,77.0
0.0,28.0,51.0,142.0
0.0,27.6,55.0,86.0
0.0,28.9,47.0,118.0
0.0,29.0,42.0,56.0
0.0,29.7,39.0,108.0
0.0,22.5,69.0,249.0
22.8,18.0,95.0,202.0
2.4,19.5,90.0,114.0
2.6,19.1,93.0,229.0
5.4,19.1,91.0,311.0
1.4,19.2,92.0,175.0
0.2,19.1,93.0,164.0
0.0,18.6,94.0,204.0
0.0,18.5,93.0,345.0
0.0,18.5,92.0,320.0
0.0,18.7,92.0,334.0
0.0,18.7,92.0,314.0
0.0,18.7,92.0,269.0
0.0,19.2,90.0,186.0
0.0,19.4,91.0,329.0
0.0,20.9,85.0,96.0
0.0,23.2,71.0,91.0
0.0,25.3,66.0,346.0
0.0,25.3,69.0,355.0
0.0,26.0,59.0,134.0
0.0,26.5,57.0,291.0
0.6,21.2,82.0,168.0
0.0,24.2,65.0,219.0
0.0,26.4,55.0,233.0
0.0,26.8,53.0,46.0
0.0,25.7,62.0,24.0
0.0,24.4,70.0,45.0
3.4,20.9,92.0,236.0
0.6,20.2,91.0,313.0
0.0,20.1,93.0,228.0
0.0,20.3,93.0,152.0
0.0,20.4,92.0,177.0
0.0,19.8,89.0,229.0
0.0,19.2,93.0,241.0
0.0,19.0,91.0,260.0
0.0,18.8,93.0,329.0
0.0,18.3,93.0,315.0
0.0,17.7,95.0,7.0
0.0,19.1,92.0,352.0
0.0,22.2,78.0,277.0
0.0,22.8,78.0,321.0
0.0,24.7,70.0,319.0
0.0,24.8,66.0,328.0
0.0,25.2,64.0,308.0
0.0,25.9,61.0,313.0
0.0,26.1,63.0,344.0
0.0,26.2,62.0,319.0
0.0,26.7,59.0,326.0
0.0,27.5,54.0,290.0
0.0,26.0,60.0,329.0
0.0,22.0,83.0,348.0
0.0,21.2,86.0,342.0
0.0,20.9,89.0,309.0
0.0,20.7,89.0,280.0
0.0,20.1,87.0,313.0
0.0,20.0,90.0,283.0
0.0,20.2,93.0,231.0
0.0,20.4,89.0,291.0
0.0,19.6,92.0,321.0
0.0,18.9,94.0,310.0
0.0,19.1,94.0,313.0
0.0,18.2,95.0,315.0
0.0,19.6,96.0,31.0
0.0,21.8,88.0,108.0
0.0,23.3,73.0,200.0
0.0,24.3,70.0,310.0
0.0,26.3,63.0,295.0
0.0,25.2,61.0,261.0
1.4,20.2,89.0,44.0
9.6,19.1,92.0,96.0
1.8,19.9,92.0,98.0
0.0,23.1,77.0,100.0
0.0,24.3,69.0,188.0
0.0,25.1,68.0,162.0
0.0,23.0,79.0,65.0
0.0,20.8,92.0,109.0
0.0,20.5,93.0,31.0
0.0,20.4,94.0,358.0
0.0,19.6,95.0,331.0
0.0,19.5,96.0,305.0
0.0,19.8,96.0,333.0
0.0,19.1,96.0,306.0
0.0,19.6,95.0,339.0
0.0,19.3,95.0,290.0
0.0,19.6,88.0,221.0
0.0,19.3,89.0,223.0
0.0,20.4,88.0,82.0
0.0,22.3,76.0,80.0
0.0,24.5,69.0,127.0
0.0,24.8,66.0,70.0
0.0,26.5,63.0,71.0
0.0,26.6,60.0,53.0
0.0,26.8,59.0,82.0
0.0,25.7,56.0,24.0
0.0,27.7,53.0,71.0
0.0,26.8,60.0,52.0
0.0,26.6,57.0,73.0
0.0,26.1,55.0,30.0
0.0,24.8,63.0,62.0
0.0,23.9,68.0,66.0
0.0,23.1,72.0,57.0
0.0,22.2,77.0,69.0
0.0,21.6,83.0,164.0
0.0,20.8,86.0,118.0
0.0,21.8,83.0,113.0
2.2,19.5,94.0,139.0
0.2,19.7,94.0,16.0
0.0,19.7,94.0,349.0
0.0,19.4,94.0,315.0
0.2,19.0,92.0,360.0
0.2,19.1,94.0,294.0
0.0,21.2,82.0,304.0
0.0,23.1,74.0,297.0
0.0,23.2,72.0,294.0
0.0,24.8,64.0,290.0
0.0,25.0,63.0,329.0
0.0,24.4,70.0,272.0
0.0,24.1,69.0,276.0
0.0,22.7,75.0,175.0
0.0,24.4,65.0,192.0
0.0,23.5,74.0,125.0
0.0,22.7,72.0,129.0
0.0,21.5,78.0,98.0
0.0,20.7,85.0,38.0
0.0,20.0,88.0,6.0
0.0,19.8,86.0,60.0
0.0,19.7,85.0,25.0
0.0,19.5,87.0,20.0
0.0,19.4,85.0,74.0
0.0,19.2,86.0,72.0
0.0,18.5,90.0,87.0
0.0,17.8,90.0,114.0
0.0,17.8,93.0,130.0
0.0,17.2,93.0,23.0
0.0,19.2,87.0,25.0
0.0,20.2,78.0,37.0
0.0,22.4,72.0,36.0
0.0,23.9,67.0,5.0
0.0,25.2,60.0,27.0
0.0,25.5,61.0,15.0
0.0,26.4,53.0,23.0
0.0,25.2,58.0,33.0
0.0,20.5,84.0,350.0
0.0,19.6,90.0,322.0
0.2,20.6,87.0,306.0
0.0,20.6,85.0,337.0
0.0,20.5,82.0,6.0
0.0,20.3,84.0,134.0
0.0,20.1,88.0,138.0
0.0,20.1,87.0,5.0
0.0,20.1,85.0,48.0
0.0,19.4,92.0,53.0
0.0,19.5,90.0,35.0
0.0,19.1,89.0,335.0
0.0,18.9,92.0,284.0
0.0,18.9,93.0,242.0
0.0,18.9,94.0,189.0
0.0,18.3,95.0,264.0
0.0,18.9,94.0,25.0
0.0,20.3,85.0,27.0
0.0,21.6,77.0,62.0
0.0,21.3,83.0,90.0
0.0,22.1,76.0,91.0
7.0,18.7,94.0,321.0
3.2,19.5,92.0,356.0
0.8,19.3,93.0,56.0
1.4,19.4,93.0,2.0
0.4,19.2,91.0,12.0
0.0,19.5,86.0,10.0
0.0,19.2,89.0,4.0
0.0,18.9,91.0,12.0
0.0,17.6,95.0,352.0
0.0,17.6,91.0,5.0
0.0,18.1,90.0,119.0
0.0,18.3,91.0,89.0
0.0,18.3,89.0,80.0
0.0,16.7,93.0,323.0
0.0,17.5,89.0,333.0
0.0,17.6,86.0,11.0
0.0,17.2,89.0,336.0
0.0,16.9,88.0,321.0
0.0,17.2,93.0,23.0
0.0,17.9,85.0,320.0
0.0,19.6,76.0,355.0
0.0,22.2,63.0,317.0
0.0,22.8,66.0,343.0
0.0,24.0,62.0,24.0
0.0,24.5,58.0,349.0
0.0,24.5,60.0,28.0
0.0,24.0,64.0,31.0
0.0,24.2,63.0,4.0
0.0,24.3,64.0,45.0
0.0,24.3,61.0,5.0
0.0,24.1,63.0,45.0
0.0,22.4,79.0,86.0
0.0,21.4,80.0,73.0
0.0,20.7,82.0,27.0
0.0,20.3,84.0,62.0
0.0,19.7,88.0,148.0
0.0,20.4,83.0,80.0
0.0,20.4,83.0,83.0
0.0,19.2,88.0,181.0
0.0,19.0,92.0,326.0
0.0,19.7,89.0,53.0
0.0,19.4,91.0,100.0
0.0,19.6,86.0,53.0
0.0,19.4,91.0,66.0
0.0,21.1,81.0,84.0
0.0,22.2,74.0,78.0
0.0,23.1,70.0,41.0
0.0,23.6,65.0,17.0
0.0,24.8,63.0,47.0
0.0,26.6,56.0,48.0
0.0,26.9,53.0,63.0
0.0,26.3,53.0,69.0
0.0,26.4,56.0,80.0
0.0,26.1,56.0,57.0
0.0,24.3,65.0,106.0
0.0,24.2,64.0,68.0
0.0,23.7,66.0,61.0
0.0,23.0,70.0,67.0
0.0,22.8,69.0,72.0
0.0,22.5,72.0,110.0
0.0,21.4,79.0,69.0
0.0,19.3,89.0,31.0
0.0,18.5,92.0,333.0
0.0,18.8,92.0,322.0
0.0,18.3,93.0,255.0
0.0,18.4,92.0,293.0
0.0,17.6,94.0,50.0
0.0,20.2,86.0,152.0
0.0,22.8,72.0,66.0
0.0,23.1,63.0,48.0
0.0,24.9,57.0,77.0
0.0,25.0,55.0,79.0
0.0,27.0,51.0,100.0
0.0,27.3,48.0,96.0
0.0,27.6,40.0,86.0
0.0,27.8,44.0,50.0
0.0,28.2,36.0,95.0
0.0,27.6,36.0,90.0
0.0,26.1,42.0,100.0
0.0,25.3,44.0,85.0
0.0,24.0,51.0,100.0
0.0,23.4,57.0,88.0
0.0,22.6,57.0,116.0
0.0,18.0,77.0,276.0
0.0,17.8,82.0,328.0
0.0,17.9,88.0,170.0
0.0,17.6,90.0,202.0
0.0,17.6,83.0,161.0
0.0,17.2,85.0,143.0
0.0,16.7,83.0,154.0
0.0,16.5,87.0,147.0
0.0,20.5,74.0,132.0
0.0,22.0,63.0,139.0
0.0,23.3,62.0,108.0
0.0,24.5,58.0,96.0
0.0,25.5,51.0,90.0
0.0,26.7,47.0,91.0
0.0,27.3,43.0,76.0
0.0,27.7,42.0,90.0
0.0,27.7,45.0,80.0
0.0,27.6,39.0,47.0
0.0,26.9,47.0,102.0
0.0,25.7,47.0,89.0
0.0,25.0,50.0,96.0
0.0,23.9,57.0,97.0
0.0,23.2,59.0,108.0
0.0,22.6,62.0,103.0
0.0,22.2,64.0,103.0
0.0,21.7,65.0,107.0
0.0,21.5,65.0,91.0
0.0,21.2,65.0,76.0
0.0,20.2,68.0,111.0
0.0,18.2,76.0,114.0
0.0,19.9,69.0,71.0
0.0,20.1,69.0,71.0
0.0,21.8,62.0,84.0
0.0,22.6,60.0,88.0
0.0,23.6,54.0,78.0
0.0,24.2,54.0,69.0
0.0,25.7,52.0,105.0
0.0,26.5,44.0,72.0
0.0,26.2,46.0,71.0
0.0,26.8,40.0,101.0
0.0,26.6,40.0,79.0
0.0,27.7,38.0,97.0
0.0,27.3,32.0,136.0
0.0,27.0,35.0,119.0
0.0,25.3,44.0,116.0
0.0,24.2,50.0,97.0
0.0,23.3,50.0,117.0
0.0,22.7,52.0,95.0
0.0,22.5,53.0,87.0
0.0,21.9,59.0,74.0
0.0,21.5,61.0,89.0
0.0,21.4,61.0,96.0
0.0,19.1,70.0,127.0
0.0,19.5,70.0,74.0
0.0,18.6,72.0,114.0
0.0,19.0,73.0,105.0
0.0,21.0,66.0,102.0
0.0,21.6,61.0,103.0
0.0,23.1,56.0,90.0
0.0,23.8,58.0,84.0
0.0,25.3,55.0,69.0
0.0,26.4,50.0,90.0
0.0,27.6,48.0,76.0
0.0,27.2,45.0,87.0
0.0,27.5,47.0,84.0
0.0,27.3,45.0,104.0
0.0,26.9,44.0,139.0
0.0,25.9,48.0,117.0
0.0,24.7,54.0,114.0
0.0,23.3,60.0,132.0
0.0,22.9,62.0,123.0
0.0,22.7,63.0,112.0
0.0,22.3,64.0,103.0
0.0,21.5,68.0,120.0
0.0,20.8,71.0,118.0
0.0,20.1,75.0,125.0
0.0,17.9,88.0,49.0
0.0,20.2,74.0,104.0
0.0,19.1,82.0,131.0
0.0,18.5,80.0,125.0
0.0,20.9,66.0,111.0
0.0,21.9,63.0,104.0
0.0,22.5,61.0,87.0
0.0,23.2,60.0,93.0
0.0,24.3,58.0,65.0
0.0,25.7,52.0,84.0
0.0,26.9,51.0,62.0
0.0,27.0,43.0,141.0
0.0,26.7,41.0,93.0
0.0,27.6,43.0,130.0
0.0,27.1,41.0,127.0
0.0,26.5,43.0,128.0
0.0,25.2,47.0,104.0
0.0,24.2,54.0,101.0
0.0,23.5,57.0,100.0
0.0,22.9,59.0,98.0
0.0,22.7,60.0,108.0
0.0,21.8,64.0,122.0
0.0,21.6,64.0,71.0
0.0,20.6,67.0,101.0
0.0,17.9,79.0,38.0
0.0,17.1,86.0,61.0
0.0,20.0,70.0,98.0
0.0,17.4,82.0,128.0
0.0,19.8,73.0,156.0
0.0,21.5,66.0,95.0
0.0,23.2,59.0,72.0
0.0,24.1,58.0,94.0
0.0,25.6,50.0,50.0
0.0,27.2,45.0,73.0
0.0,27.9,40.0,107.0
0.0,27.4,42.0,57.0
0.0,28.5,34.0,115.0
0.0,28.0,38.0,127.0
0.0,26.9,41.0,100.0
0.0,27.1,35.0,110.0
0.0,25.5,42.0,107.0
0.0,24.5,46.0,96.0
0.0,23.4,54.0,97.0
0.0,22.6,59.0,109.0
0.0,22.4,58.0,106.0
0.0,21.5,62.0,109.0
0.0,21.8,59.0,88.0
0.0,21.9,58.0,84.0
0.0,21.0,61.0,102.0
0.0,20.4,64.0,115.0
0.0,17.1,82.0,85.0
0.0,19.7,72.0,81.0
0.0,20.2,70.0,102.0
0.0,22.1,62.0,78.0
0.0,23.1,60.0,61.0
0.0,24.7,55.0,62.0
0.0,25.1,54.0,49.0
0.0,25.7,52.0,28.0
1.2,21.0,77.0,138.0
0.2,27.2,53.0,121.0
0.0,26.6,48.0,39.0
0.0,25.2,54.0,215.0
0.0,26.6,48.0,177.0
62.8,16.6,88.0,238.0
13.6,17.2,88.0,305.0
0.2,17.2,84.0,233.0
0.0,18.3,81.0,64.0
0.0,17.0,91.0,51.0
0.0,16.8,92.0,149.0
0.0,15.8,95.0,272.0
0.0,16.3,93.0,144.0
0.0,17.6,91.0,120.0
0.0,17.1,89.0,333.0
0.0,16.1,93.0,39.0
0.0,16.1,93.0,352.0
0.0,16.5,89.0,71.0
0.0,19.2,82.0,125.0
0.0,21.1,71.0,58.0
0.0,24.1,61.0,90.0
0.0,24.4,60.0,83.0
0.0,26.1,55.0,63.0
0.0,26.1,54.0,58.0
0.0,25.7,55.0,78.0
0.0,26.7,51.0,94.0
0.0,27.5,47.0,80.0
0.0,26.8,47.0,86.0
0.0,24.7,60.0,127.0
22.8,19.1,95.0,259.0
30.2,17.1,96.0,288.0
0.6,17.2,96.0,298.0
0.0,17.9,96.0,151.0
0.0,17.9,96.0,155.0
0.0,19.2,86.0,69.0
0.8,18.6,88.0,114.0
0.0,18.1,94.0,230.0
0.0,17.9,93.0,346.0
0.0,17.7,95.0,17.0
0.0,17.9,94.0,136.0
0.0,18.2,92.0,93.0
0.0,18.1,95.0,104.0
0.0,20.6,80.0,103.0
0.0,21.8,73.0,84.0
0.0,22.5,69.0,55.0
0.0,23.3,66.0,72.0
0.0,24.3,62.0,65.0
0.0,25.5,61.0,64.0
0.0,25.8,57.0,63.0
0.0,25.4,58.0,89.0
0.0,26.7,54.0,59.0
0.0,27.0,53.0,84.0
0.0,26.6,50.0,109.0
0.0,26.0,51.0,94.0
0.0,24.7,58.0,91.0
0.0,23.7,63.0,72.0
0.0,22.7,66.0,68.0
0.0,22.4,67.0,77.0
0.0,18.9,85.0,48.0
0.0,18.5,87.0,135.0
0.0,20.8,67.0,79.0
0.0,17.6,83.0,93.0
0.0,17.3,88.0,159.0
0.0,18.4,80.0,113.0
0.0,15.9,83.0,119.0
0.0,15.6,93.0,110.0
0.0,20.2,75.0,119.0
0.0,21.5,58.0,84.0
0.0,22.7,53.0,76.0
0.0,24.1,49.0,52.0
0.0,25.3,46.0,60.0
0.0,26.0,44.0,88.0
0.0,26.8,39.0,69.0
0.0,27.0,38.0,61.0
0.0,27.4,37.0,102.0
0.0,27.4,35.0,119.0
0.0,26.5,39.0,99.0
0.0,25.5,42.0,103.0
0.0,24.5,46.0,104.0
0.0,21.6,62.0,98.0
0.0,19.4,71.0,94.0
0.0,19.1,75.0,86.0
0.0,18.6,77.0,129.0
0.0,18.1,81.0,161.0
0.0,17.3,85.0,337.0
0.0,17.4,85.0,112.0
0.0,17.8,79.0,145.0
0.0,16.8,83.0,154.0
0.0,15.8,86.0,144.0
0.0,15.8,85.0,146.0
0.0,18.2,80.0,91.0
0.0,23.0,61.0,129.0
0.0,24.6,48.0,78.0
0.0,25.7,46.0,85.0
0.0,26.1,48.0,104.0
0.0,27.0,46.0,95.0
0.0,26.9,45.0,101.0
0.0,28.3,42.0,62.0
0.0,28.7,37.0,18.0
0.0,27.1,40.0,101.0
0.0,28.5,38.0,32.0
0.0,27.0,41.0,59.0
0.0,25.5,47.0,50.0
0.0,22.2,63.0,204.0
0.0,21.8,73.0,193.0
0.0,21.6,74.0,173.0
0.0,21.5,70.0,157.0
0.0,19.5,75.0,181.0
0.0,19.4,75.0,217.0
0.0,18.7,79.0,162.0
0.0,18.6,79.0,165.0
0.0,18.4,79.0,165.0
0.0,19.6,72.0,146.0
0.0,19.7,74.0,135.0
0.0,19.4,82.0,156.0
0.0,23.0,57.0,147.0
0.0,23.9,58.0,120.0
0.0,25.6,54.0,76.0
0.0,26.0,51.0,81.0
0.0,27.8,45.0,103.0
0.0,27.7,42.0,88.0
0.0,27.6,44.0,63.0
0.0,27.6,46.0,55.0
0.0,28.9,42.0,75.0
0.0,29.0,40.0,65.0
0.0,28.1,45.0,83.0
0.0,26.7,48.0,85.0
0.0,25.4,54.0,74.0
0.0,25.1,55.0,67.0
0.0,23.4,63.0,71.0
0.0,20.4,75.0,47.0
0.0,20.2,77.0,84.0
0.0,21.6,70.0,99.0
0.0,22.9,59.0,91.0
0.0,19.4,80.0,309.0
0.0,21.2,68.0,103.0
0.0,18.2,81.0,329.0
0.0,17.4,85.0,318.0
0.0,20.1,80.0,172.0
0.0,23.2,64.0,141.0
0.0,24.3,58.0,126.0
0.0,26.0,53.0,71.0
0.0,26.5,50.0,40.0
0.0,28.0,47.0,51.0
0.0,29.1,41.0,30.0
0.0,29.0,34.0,153.0
0.0,30.0,34.0,93.0
0.0,29.8,31.0,127.0
0.0,28.9,36.0,57.0
0.0,29.0,36.0,95.0
0.0,27.4,42.0,96.0
0.0,23.8,67.0,305.0
13.8,19.0,91.0,11.0
2.6,18.2,87.0,326.0
0.0,18.0,90.0,283.0
0.0,18.2,93.0,349.0
0.0,17.4,92.0,354.0
0.0,18.2,93.0,256.0
0.2,20.0,85.0,239.0
0.0,19.3,88.0,234.0
0.0,20.1,84.0,229.0
0.0,18.8,89.0,213.0
0.0,19.7,84.0,140.0
0.0,21.5,77.0,177.0
0.0,22.6,72.0,157.0
0.0,25.8,60.0,101.0
0.0,26.4,58.0,91.0
0.0,27.5,50.0,65.0
0.0,28.5,46.0,359.0
0.0,29.1,46.0,99.0
0.0,28.3,44.0,73.0
0.0,26.6,57.0,265.0
0.0,28.1,51.0,306.0
0.0,26.5,55.0,309.0
1.2,20.5,84.0,286.0
8.6,18.6,90.0,194.0
0.0,18.9,93.0,331.0
0.2,19.8,90.0,157.0
0.0,21.1,83.0,164.0
0.0,20.6,81.0,171.0
0.0,20.2,83.0,166.0
0.0,19.5,85.0,176.0
0.0,18.9,88.0,161.0
0.0,18.6,90.0,157.0
0.0,18.9,88.0,142.0
0.0,18.8,89.0,121.0
0.0,19.1,88.0,109.0
0.0,20.6,81.0,124.0
0.0,22.9,72.0,89.0
0.0,23.9,64.0,77.0
0.0,25.4,61.0,21.0
0.0,26.5,54.0,30.0
0.0,27.8,48.0,54.0
0.0,28.4,47.0,51.0
0.0,27.8,47.0,14.0
0.0,29.1,40.0,52.0
0.0,28.7,46.0,19.0
0.0,26.0,55.0,70.0
0.0,25.6,59.0,71.0
0.0,25.0,59.0,88.0
0.0,22.9,68.0,240.0
0.0,22.8,70.0,194.0
0.0,21.8,76.0,166.0
0.0,21.1,79.0,183.0
0.0,21.2,79.0,166.0
0.0,21.0,79.0,152.0
0.0,20.9,78.0,154.0
0.0,20.2,81.0,157.0
0.0,20.2,82.0,169.0
0.0,20.1,84.0,35.0
0.0,20.2,87.0,23.0
0.0,21.3,82.0,356.0
0.0,22.2,78.0,50.0
0.0,24.0,68.0,2.0
0.0,26.0,61.0,34.0
0.0,26.6,54.0,32.0
0.0,26.5,55.0,23.0
0.8,25.9,67.0,243.0
0.0,28.1,51.0,333.0
0.0,23.9,63.0,317.0
0.0,26.5,57.0,304.0
0.0,24.7,66.0,274.0
0.0,23.4,73.0,288.0
0.0,20.6,74.0,65.0
13.0,18.4,94.0,230.0
0.0,18.6,94.0,229.0
0.0,19.3,90.0,169.0
0.0,18.8,92.0,221.0
0.0,18.8,94.0,244.0
0.0,19.7,91.0,102.0
0.2,19.5,92.0,140.0
0.0,19.1,94.0,337.0
4.4,18.0,96.0,310.0
0.0,17.0,95.0,294.0
0.0,18.0,93.0,261.0
0.0,22.5,67.0,215.0
0.0,23.1,63.0,131.0
0.0,23.7,67.0,107.0
0.0,24.9,65.0,54.0
0.0,26.4,54.0,276.0
0.0,27.0,55.0,309.0
0.0,26.8,47.0,186.0
0.0,27.4,46.0,60.0
0.0,27.5,50.0,267.0
0.0,27.1,53.0,311.0
0.0,26.3,55.0,321.0
0.0,25.4,59.0,316.0
23.2,19.4,95.0,113.0
44.8,19.5,96.0,278.0
0.0,20.2,97.0,348.0
0.0,20.5,96.0,321.0
0.0,20.5,96.0,292.0
6.2,20.2,96.0,324.0
1.6,18.7,95.0,269.0
0.2,19.1,96.0,286.0
0.0,19.6,96.0,332.0
0.0,19.5,95.0,327.0
0.0,19.2,96.0,320.0
0.0,19.7,95.0,320.0
0.0,21.0,92.0,311.0
0.0,21.7,88.0,310.0
0.0,23.7,79.0,334.0
0.0,24.8,70.0,319.0
0.0,26.6,61.0,314.0
0.0,26.5,61.0,322.0
0.0,26.5,59.0,315.0
0.0,26.2,63.0,353.0
0.0,27.4,54.0,311.0
0.0,27.5,54.0,315.0
0.0,25.8,60.0,304.0
0.0,24.1,67.0,304.0
0.0,23.7,74.0,330.0
0.0,22.3,82.0,319.0
0.0,22.0,83.0,320.0
0.0,21.5,86.0,328.0
0.0,21.1,84.0,329.0
0.0,20.8,86.0,329.0
0.0,20.6,90.0,318.0
0.0,20.7,91.0,312.0
0.2,20.4,93.0,312.0
0.2,20.3,94.0,341.0
1.0,19.9,95.0,328.0
0.2,19.9,95.0,335.0
0.0,20.5,94.0,344.0
0.0,21.3,88.0,337.0
7.6,19.5,96.0,314.0
4.8,18.5,94.0,290.0
9.2,18.8,96.0,310.0
7.4,18.8,96.0,320.0
2.6,19.5,95.0,314.0
0.4,18.7,95.0,307.0
0.0,19.8,89.0,327.0
0.0,20.0,85.0,317.0
0.0,19.6,89.0,312.0
0.0,19.1,90.0,308.0
0.0,19.1,91.0,308.0
0.0,19.2,91.0,309.0
0.0,19.4,89.0,336.0
0.0,19.1,91.0,351.0
0.0,18.9,93.0,341.0
0.0,18.5,95.0,346.0
0.0,18.4,95.0,350.0
0.0,18.3,96.0,341.0
0.0,18.4,95.0,334.0
0.0,18.4,95.0,321.0
0.0,18.3,95.0,331.0
0.0,18.7,94.0,329.0
0.0,19.3,93.0,331.0
0.0,19.9,89.0,323.0
0.0,21.4,83.0,325.0
0.4,21.8,87.0,319.0
0.0,24.2,71.0,324.0
0.0,23.2,82.0,316.0
0.2,21.4,85.0,316.0
0.2,20.1,89.0,318.0
0.0,19.9,91.0,331.0
0.4,19.7,92.0,326.0
0.8,19.3,95.0,326.0
2.2,19.2,95.0,326.0
1.6,19.0,96.0,323.0
1.0,19.0,95.0,331.0
0.8,18.9,96.0,320.0
2.6,18.9,96.0,308.0
8.4,18.7,96.0,302.0
4.2,18.4,96.0,321.0
1.2,18.4,96.0,325.0
0.2,18.3,96.0,324.0
0.0,18.4,96.0,209.0
0.0,18.5,96.0,228.0
0.0,18.1,96.0,347.0
0.0,18.0,96.0,274.0
0.0,18.8,92.0,346.0
0.0,20.2,87.0,328.0
0.0,21.0,84.0,336.0
0.0,21.6,79.0,8.0
0.0,23.5,69.0,322.0
0.0,23.0,73.0,345.0
1.8,23.7,77.0,334.0
0.2,23.9,67.0,328.0
0.2,21.7,77.0,281.0
11.8,20.3,82.0,346.0
0.0,21.6,79.0,351.0
18.4,16.8,93.0,295.0
0.0,17.4,89.0,333.0
0.0,18.3,93.0,333.0
0.0,18.3,94.0,340.0
0.0,18.0,94.0,140.0
0.0,16.4,96.0,291.0
0.0,16.8,97.0,332.0
0.2,17.5,97.0,81.0
0.0,17.6,96.0,64.0
0.0,17.5,95.0,14.0
0.0,17.3,94.0,1.0
0.0,17.1,95.0,347.0
0.0,17.2,95.0,349.0
0.0,17.6,93.0,350.0
0.0,17.8,94.0,358.0
0.0,18.5,86.0,48.0
0.0,20.5,77.0,270.0
0.0,22.4,75.0,37.0
0.0,22.8,69.0,26.0
0.0,23.8,67.0,21.0
0.0,24.0,60.0,4.0
0.0,25.1,56.0,335.0
0.0,24.3,59.0,330.0
0.0,23.2,67.0,269.0
0.0,22.2,68.0,276.0
0.0,21.0,76.0,229.0
0.0,19.8,81.0,241.0
0.0,20.9,79.0,117.0
0.0,18.5,92.0,31.0
0.0,17.8,94.0,44.0
0.0,18.4,93.0,165.0
0.0,17.9,93.0,134.0
0.0,17.3,95.0,144.0
0.0,16.9,95.0,48.0
0.0,16.4,96.0,59.0
0.0,16.3,97.0,35.0
0.0,17.4,97.0,63.0
0.0,20.9,81.0,357.0
0.0,22.6,74.0,43.0
0.0,24.5,61.0,327.0
0.0,25.1,58.0,48.0
0.0,26.2,49.0,82.0
0.0,26.6,48.0,54.0
0.0,27.3,52.0,57.0
0.0,27.3,48.0,60.0
0.0,25.8,54.0,68.0
0.0,24.9,54.0,64.0
0.0,22.8,73.0,331.0
